Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
28/06/2004,16.00.00,1.8,1148,-200,11.6,1037,110,772,130,1720,835,39.9,20.1,14495
07/12/2004,13.00.00,3,1289,-200,18,1239,396,733,118,1635,1469,18.8,49.3,10581
19/03/2004,07.00.00,1.5,1182,-200,6.7,845,115,1054,99,1539,704,12.4,64.9,0.9332
17/06/2004,20.00.00,2.9,1111,-200,14.3,1126,160,754,124,1883,1076,27.3,37.5,1342
15/06/2004,04.00.00,0.4,770,-200,2,586,24,1326,38,1392,527,20.8,48.5,1.18
26/08/2004,23.00.00,0.7,-200,-200,-200,-200,36,-200,49,-200,-200,-200,-200,-200
19/03/2004,22.00.00,2.2,1175,-200,9.1,945,143,904,116,1604,1081,14.7,57.6,0.9573
06/08/2004,15.00.00,1.9,1051,-200,10.7,1003,102,711,110,1715,909,34.1,33.3,17509
21/04/2004,09.00.00,-200,1396,-200,20,1296,-200,619,-200,1991,1628,17,50.2,0.9646
13/07/2004,12.00.00,2.7,986,-200,14.5,1133,253,773,141,1619,1174,33.7,15.4,0.7913
18/08/2004,07.00.00,-200,1077,-200,10.9,1012,-200,708,-200,1633,1138,24.4,42.6,12866
19/06/2004,19.00.00,1.6,-200,-200,-200,-200,72,-200,77,-200,-200,-200,-200,-200
09/01/2005,05.00.00,0.6,919,-200,1.8,571,54,1017,44,1082,521,13.5,63.8,0.9801
10/01/2005,17.00.00,2,1372,-200,17,1210,420,484,139,1629,1491,14.1,66,10539
16/07/2004,06.00.00,0.7,836,-200,4.7,747,51,961,59,1384,702,20.7,45.9,11088
18/06/2004,12.00.00,2.3,1116,-200,14.3,1128,153,739,129,1856,1042,34.9,24.9,1363
22/12/2004,11.00.00,1.8,962,-200,7.5,877,413,841,120,969,949,9.3,37.6,0.4391
02/01/2005,07.00.00,1,924,-200,2.6,629,143,994,83,941,852,3.1,68.7,0.5317
29/08/2004,06.00.00,-200,875,-200,3,654,-200,897,-200,1463,752,21,66.5,16344
27/08/2004,14.00.00,1.4,-200,-200,-200,-200,82,-200,88,-200,-200,-200,-200,-200
23/05/2004,03.00.00,1.9,1199,-200,12.6,1070,-200,671,-200,1873,1189,18.1,61.6,12679
16/12/2004,05.00.00,1,-200,-200,-200,-200,149,-200,74,-200,-200,-200,-200,-200
08/07/2004,11.00.00,3.2,1396,-200,20.3,1306,361,587,189,1934,1886,33.4,26.8,13586
22/12/2004,02.00.00,1.3,902,-200,5,761,222,1048,126,872,868,5.3,42.3,0.3806
13/12/2004,20.00.00,4.3,1391,-200,21.5,1338,729,509,183,1514,1816,11.5,60.9,0.8249
23/08/2004,15.00.00,1,872,-200,4.9,760,47,979,57,1314,513,36.1,18.4,10827
02/06/2004,01.00.00,-200,964,-200,7.5,877,70,958,49,1692,942,19.9,66.4,15203
04/06/2004,19.00.00,3.6,1116,-200,17.5,1226,-200,792,-200,1938,1038,25.7,31.8,10317
19/08/2004,12.00.00,1.2,1009,-200,6.3,824,35,822,44,1606,670,36.2,30.6,18105
12/12/2004,07.00.00,1.3,909,-200,4,709,206,936,95,953,921,4.8,64.6,0.563
