Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
03/07/2004,01.00.00,1.1,953,-200,7.4,874,72,854,84,1528,899,24.2,37.3,11118
25/02/2005,01.00.00,2.1,1146,-200,7.1,860,326,692,189,1181,1092,5.2,83.9,0.7487
13/01/2005,11.00.00,3.6,1396,-200,16.5,1196,713,524,175,1492,1653,11.7,62.7,0.8586
09/12/2004,02.00.00,0.8,873,-200,2,583,94,1155,66,1108,642,14.7,67.3,11177
26/12/2004,13.00.00,1.8,1130,-200,5.8,803,267,772,127,1230,975,13.9,60.9,0.9644
09/05/2004,04.00.00,-200,1025,-200,8.4,914,-200,856,-200,1605,1003,12.3,68,0.9722
26/07/2004,09.00.00,-200,993,-200,7.2,866,111,832,98,1637,823,28.8,38.9,15184
14/01/2005,06.00.00,1.3,989,-200,5,762,326,793,109,1076,959,5.3,80.4,0.7234
22/01/2005,19.00.00,0.4,1100,-200,12.2,1057,391,687,167,1126,1241,12.2,28.7,0.4077
17/04/2004,23.00.00,-200,1297,-200,10.7,1003,-200,798,-200,1700,1177,16.9,54.8,10455
26/04/2004,14.00.00,1.3,942,104,5.4,785,86,1065,77,1365,571,19.7,32.5,0.7396
15/03/2004,00.00.00,1.8,1239,66,7.4,872,104,985,99,1547,1250,14.8,54.7,0.9164
01/02/2005,08.00.00,3.7,1496,-200,20,1298,896,492,187,1441,1873,3.1,64,0.4938
09/06/2004,10.00.00,3.4,1267,-200,19.3,1276,247,676,165,2059,1570,30.1,32.8,13795
28/04/2004,12.00.00,2.5,1285,333,14.2,1123,136,755,121,1741,1293,27.4,28.2,10098
06/12/2004,10.00.00,4.7,1299,-200,18.5,1254,698,566,161,1662,1488,15.9,63.4,11349
22/12/2004,20.00.00,4.1,1128,-200,15.4,1161,480,672,174,1163,1340,5.9,37.8,0.3528
14/02/2005,00.00.00,1.4,1115,-200,5.3,778,203,749,135,1158,994,10.9,55.9,0.7312
15/05/2004,06.00.00,0.6,873,-200,3.9,704,41,1091,49,1322,756,15.3,49.7,0.8552
25/06/2004,21.00.00,2.7,1011,-200,14.2,1122,203,808,137,1680,1071,26.1,24.7,0.8233
01/04/2004,20.00.00,4.9,1536,655,20.2,1302,269,666,161,1922,1599,18.3,40.9,0.8493
22/02/2005,04.00.00,0.4,851,-200,0.5,440,46,1349,46,918,377,3.4,85.4,0.6736
16/03/2004,09.00.00,3.7,1539,285,19.7,1287,229,698,95,2055,1507,13.6,56.3,0.8743
03/04/2004,18.00.00,-200,1483,-200,17.1,1213,-200,764,-200,1798,1249,23.7,28.6,0.8273
05/12/2004,04.00.00,1,862,-200,2.8,639,148,1033,81,1100,727,12.3,67.5,0.9624
31/01/2005,19.00.00,6.8,1486,-200,30.8,1570,954,455,285,1557,2179,8.6,29.8,0.3344
24/08/2004,16.00.00,2,1076,-200,10.4,994,133,723,129,1549,938,38.3,17.9,1181
20/08/2004,16.00.00,-200,976,-200,4.8,752,-200,876,-200,1561,545,36.8,30.5,18572
24/06/2004,17.00.00,1.6,989,-200,7.8,889,85,889,89,1602,664,35.3,20.8,11664
28/08/2004,13.00.00,1.1,903,-200,5.8,805,49,886,64,1361,581,33.4,22.5,11398
05/12/2004,14.00.00,1.7,1019,-200,5.5,788,226,828,85,1267,812,11.4,83.7,11278
19/06/2004,21.00.00,1.4,-200,-200,-200,-200,56,-200,70,-200,-200,-200,-200,-200
28/07/2004,15.00.00,-200,949,-200,10.7,1003,109,830,113,1473,730,35.3,15,0.8463
10/08/2004,05.00.00,0.7,927,-200,4.7,747,58,830,34,1633,910,23.5,67.4,19305
05/06/2004,03.00.00,1.3,937,-200,6.9,853,-200,962,-200,1604,969,19.8,53.6,12214
15/12/2004,07.00.00,1.2,-200,-200,-200,-200,222,-200,83,-200,-200,-200,-200,-200
17/07/2004,00.00.00,2.1,1074,-200,12.8,1078,124,685,108,1673,1317,24.7,36.9,11302
10/01/2005,18.00.00,2,1366,-200,17.1,1213,378,489,134,1611,1469,14,66.4,10536
16/04/2004,17.00.00,5.7,1593,743,23,1378,309,582,142,2159,1449,14.6,76,12573
05/07/2004,03.00.00,0.3,814,-200,2.5,618,-200,1097,-200,1400,696,21.6,46.1,11761
04/08/2004,13.00.00,-200,1056,-200,8.7,926,-200,748,-200,1643,702,37.9,25.7,16651
12/05/2004,07.00.00,4.1,1500,-200,23.6,1393,279,560,95,2163,1495,15.5,62.2,10875
27/06/2004,19.00.00,1.7,1102,-200,10.3,990,90,799,103,1685,849,34.3,26,13865
21/07/2004,08.00.00,-200,1526,-200,27.7,1495,286,471,140,2405,1904,25.8,42.2,13774
08/07/2004,22.00.00,2.6,1237,-200,15.8,1175,173,660,128,1834,1424,30.5,29.7,12742
19/03/2004,14.00.00,3.3,1364,-200,16.7,1202,198,771,135,1875,1250,16.3,47.1,0.864
25/08/2004,06.00.00,1.1,994,-200,6.4,829,108,784,78,1581,982,23.6,54.2,15583
14/07/2004,08.00.00,4.6,1339,-200,30.4,1561,366,498,145,2357,1791,22.1,41.7,1098
16/07/2004,05.00.00,0.6,819,-200,3.4,677,56,1048,62,1379,685,20.3,46.8,1.1
13/06/2004,02.00.00,0.6,880,-200,3.4,677,24,1109,36,1500,554,26.2,43.6,14599
25/04/2004,20.00.00,2.5,1085,204,8.2,907,133,976,101,1419,893,16.6,34,0.6353
11/06/2004,05.00.00,0.6,825,-200,4,709,68,1050,74,1491,813,19.3,51.4,11364
18/12/2004,11.00.00,2.3,956,-200,8.8,931,409,799,140,1046,1015,16.1,28.5,0.5164
08/02/2005,15.00.00,1.6,973,-200,5.3,777,286,858,165,844,719,13.9,20.7,0.3271
30/06/2004,09.00.00,2.9,1265,-200,17,1209,290,638,157,2015,1812,30.8,37.1,16169
13/12/2004,07.00.00,1.5,1041,-200,6.8,846,351,829,106,1112,1076,5.6,68.9,0.6328
25/01/2005,05.00.00,-200,758,-200,0.2,388,20,1785,20,765,274,3.7,56.3,0.453
24/07/2004,01.00.00,1.9,1158,-200,12.1,1052,111,649,83,1785,1353,27,42.8,1503
20/02/2005,14.00.00,1,1017,-200,2.4,613,131,919,104,1007,551,8,65,0.6991
27/02/2005,19.00.00,1.6,974,-200,4.9,757,254,886,155,884,723,6,42,0.3962
09/12/2004,15.00.00,1.4,946,-200,5.3,780,249,945,99,1142,801,15.2,50.1,0.858
17/06/2004,14.00.00,1.7,1007,-200,9.8,971,120,866,106,1682,802,31.3,28.7,12885
