Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
03/12/2004,09.00.00,6,1628,-200,29,1528,928,416,142,2081,1649,13.9,83.9,13284
04/07/2004,05.00.00,0.6,886,-200,3.8,702,31,971,43,1528,767,20.3,59.6,13994
09/07/2004,09.00.00,1.8,1079,-200,9.7,966,154,785,115,1640,927,27.4,32,11545
12/05/2004,13.00.00,5.1,1676,-200,29.3,1534,305,496,131,2413,1828,20.4,55.7,13205
22/12/2004,11.00.00,1.8,962,-200,7.5,877,413,841,120,969,949,9.3,37.6,0.4391
09/02/2005,15.00.00,2,-200,-200,-200,-200,208,-200,144,-200,-200,-200,-200,-200
23/08/2004,01.00.00,-200,870,-200,4.4,733,-200,903,-200,1392,762,23.4,46.3,13134
06/04/2004,14.00.00,2.5,1221,297,11.5,1032,166,811,131,1630,913,19.3,35.4,0.7813
19/06/2004,02.00.00,0.6,861,-200,4.3,729,39,1043,62,1528,689,23.8,47.3,13783
13/12/2004,19.00.00,6.9,1633,-200,35.6,1677,1018,400,217,1880,2188,11.7,60.8,0.8336
05/05/2004,00.00.00,0.7,830,-200,2.3,608,33,1282,41,1370,441,18.6,52.3,11121
29/08/2004,01.00.00,-200,1049,-200,6.9,853,-200,699,-200,1605,882,23.5,59.8,17141
08/02/2005,09.00.00,2.9,1277,-200,15.1,1153,493,543,253,1268,1520,6.6,43.7,0.4273
12/05/2004,03.00.00,0.6,919,-200,3.1,661,-200,1089,-200,1468,838,14.9,65.7,11073
21/06/2004,04.00.00,0.3,732,-200,1.5,544,15,1353,24,1367,466,18.9,55.2,11895
02/04/2004,21.00.00,3,1374,415,14.1,1121,180,771,146,1685,1399,18.5,43,0.9074
05/02/2005,09.00.00,4.1,1165,-200,11.3,1024,759,646,310,1134,1365,4.1,52.7,0.4345
20/01/2005,00.00.00,1.8,937,-200,4.1,715,186,896,112,995,723,8.7,51.1,0.5755
19/05/2004,02.00.00,0.5,901,-200,3,653,41,1094,65,1367,822,18.4,45.7,0.9599
02/08/2004,01.00.00,1.2,986,-200,5,762,74,821,97,1573,553,26.7,60.1,2067
11/04/2004,17.00.00,1.2,935,65,3.3,672,65,1299,61,1183,415,19.6,27.4,0.6162
17/05/2004,15.00.00,1.7,981,-200,7.7,886,129,1054,99,1363,695,25.8,18.6,0.608
06/02/2005,09.00.00,0.8,870,-200,2,582,149,1091,115,791,737,0.3,53.7,0.3424
11/06/2004,19.00.00,3.4,1124,-200,19.7,1289,265,765,153,1863,1132,31.1,18.7,0.8302
20/12/2004,06.00.00,0.6,779,-200,0.7,466,46,1393,39,881,454,8.6,58.8,0.6603
24/08/2004,16.00.00,2,1076,-200,10.4,994,133,723,129,1549,938,38.3,17.9,1181
19/02/2005,11.00.00,2.1,1153,-200,6.9,853,407,696,217,1027,1370,4.2,54,0.4483
02/07/2004,14.00.00,1.7,1099,-200,11,1015,125,763,117,1732,839,38.8,20.7,14036
10/03/2004,20.00.00,2.2,1402,88,9,939,131,1140,114,1555,1074,11.9,54,0.7502
30/07/2004,09.00.00,-200,1333,-200,22,1350,237,511,160,2186,1655,26.8,46.6,16157
10/07/2004,08.00.00,1.1,959,-200,6.8,848,91,859,84,1572,739,25,41.6,1301
04/08/2004,18.00.00,-200,1049,-200,8.7,927,-200,750,-200,1659,727,34,33.2,17395
31/05/2004,15.00.00,1.2,1006,-200,12.1,1054,115,921,111,1636,769,30.7,23.4,1015
05/08/2004,14.00.00,-200,985,-200,6.6,838,60,850,84,1541,653,34.2,30.8,16299
10/04/2004,08.00.00,2,1159,167,9.9,976,138,837,76,1663,1098,12.4,64,0.9206
01/08/2004,17.00.00,0.9,912,-200,5.3,776,61,991,84,1379,461,38.5,19.8,1326
24/08/2004,22.00.00,1.6,1070,-200,6.9,852,97,704,85,1639,867,28.1,48,17933
13/01/2005,05.00.00,0.9,891,-200,3.2,666,161,931,77,1058,798,7,77.3,0.7759
23/12/2004,23.00.00,4.2,1376,-200,17,1209,740,549,190,1283,2041,6.1,54.7,0.5201
26/12/2004,05.00.00,0.4,855,-200,0.8,479,49,1319,46,1068,450,10.7,81.5,10497
03/05/2004,18.00.00,4.2,1467,-200,23.3,1385,192,623,130,2084,1493,24.9,39.4,12268
30/07/2004,02.00.00,-200,942,-200,5.6,791,55,841,69,1551,859,23.5,51.3,1467
18/07/2004,07.00.00,0.4,939,-200,4.1,718,39,927,53,1395,826,21.3,45.5,11405
02/12/2004,13.00.00,3.4,1295,-200,16.8,1205,668,538,128,1579,1476,16.4,61.9,11465
28/03/2004,15.00.00,1.4,1002,104,4.8,754,70,1189,65,1260,470,18,27.3,0.5594
30/06/2004,08.00.00,2.8,1245,-200,16.7,1202,223,628,136,2039,1622,28.4,40.4,15442
25/04/2004,07.00.00,0.6,830,41,1.4,535,42,1496,50,1184,375,13.5,48.6,0.7487
31/07/2004,06.00.00,1.2,975,-200,7.3,871,72,771,71,1666,942,22.6,58.8,15903
10/12/2004,14.00.00,2.1,941,-200,9,941,342,837,114,1036,884,18.8,20,0.4278
15/05/2004,06.00.00,0.6,873,-200,3.9,704,41,1091,49,1322,756,15.3,49.7,0.8552
31/05/2004,19.00.00,2.4,1124,-200,16.6,1199,156,794,116,1858,1101,24.5,37.7,11454
12/02/2005,08.00.00,2.3,1321,-200,11.9,1046,496,562,224,1263,1610,6,62.8,0.5929
07/08/2004,18.00.00,1.6,1008,-200,8.4,915,71,783,95,1643,672,34.9,33.4,18384
09/06/2004,09.00.00,2.9,1201,-200,17.5,1224,265,701,146,1987,1532,25.1,43,13488
12/01/2005,01.00.00,2.4,1280,-200,11.4,1029,399,564,123,1366,1363,11.4,69.6,0.9373
24/02/2005,04.00.00,-200,884,-200,1.3,528,96,1148,86,960,619,2.9,85.3,0.6503
07/05/2004,08.00.00,4.2,1234,-200,22.1,1355,196,621,107,2095,1266,16.4,50.2,0.9286
18/03/2004,00.00.00,2.3,1371,159,13,1083,154,796,116,1669,1551,14.8,53.9,0.9024
21/12/2004,18.00.00,3.1,1081,-200,16.7,1202,445,691,166,1230,1250,7.6,40.1,0.4195
26/08/2004,13.00.00,1.3,-200,-200,-200,-200,82,-200,75,-200,-200,-200,-200,-200
28/01/2005,00.00.00,1.2,895,-200,3.4,677,143,999,111,827,700,3.7,46,0.3701
27/12/2004,07.00.00,0.8,938,-200,3,653,161,970,95,1100,747,12.3,60.1,0.8562
30/03/2004,12.00.00,3.7,1419,586,18.9,1267,219,742,138,1763,1490,20.8,22.5,0.5463
02/01/2005,20.00.00,3.4,1347,-200,13,1084,560,582,174,1290,2004,8.3,58.2,0.6391
11/07/2004,04.00.00,0.4,796,-200,2.7,636,30,1092,40,1387,576,20.6,50.3,12041
19/01/2005,10.00.00,0.2,912,-200,3.7,692,194,923,128,1020,713,6.4,67.4,0.6537
25/01/2005,23.00.00,-200,804,-200,1.5,546,81,1194,67,796,400,3.9,50.6,0.4127
09/12/2004,17.00.00,1.7,948,-200,5.7,799,226,1539,105,1145,827,14.8,48.4,0.8069
09/01/2005,20.00.00,2.6,1260,-200,11.6,1034,419,588,153,1402,1208,14.7,56.6,0.9392
30/03/2004,00.00.00,1,899,33,2.6,630,57,1418,76,1050,425,13.1,26.8,0.4023
09/02/2005,13.00.00,2,-200,-200,-200,-200,220,-200,151,-200,-200,-200,-200,-200
20/04/2004,03.00.00,-200,771,-200,0.8,483,-200,1587,-200,1277,485,9.7,78.9,0.9487
17/05/2004,05.00.00,0.5,930,-200,3.5,684,65,1059,75,1220,779,15.8,36.5,0.6535
04/05/2004,14.00.00,2.4,1142,-200,12.1,1053,136,753,105,1814,979,20.4,54,12757
22/07/2004,07.00.00,4.4,1518,-200,26.9,1476,306,469,127,2388,1839,24.7,50.9,15593
27/08/2004,06.00.00,1.1,-200,-200,-200,-200,92,-200,52,-200,-200,-200,-200,-200
02/01/2005,17.00.00,2.6,1246,-200,8.9,936,438,665,164,1182,1460,9.9,53.3,0.6504
11/08/2004,22.00.00,1.4,1050,-200,7.7,887,59,770,54,1696,820,29.4,50,20181
18/07/2004,15.00.00,0.5,966,-200,5.8,802,46,968,60,1383,607,41.3,11.9,0.9252
29/12/2004,23.00.00,-200,855,-200,2.7,631,-200,1033,-200,932,626,10.2,45.4,0.5632
29/05/2004,22.00.00,1.3,955,-200,8.5,918,102,1056,93,1511,762,19.5,36.9,0.8258
22/04/2004,01.00.00,-200,937,-200,4.6,741,-200,1058,-200,1420,923,16.2,53.4,0.9775
31/08/2004,02.00.00,-200,869,-200,2.9,648,-200,953,-200,1401,644,22.7,60.8,16519
27/07/2004,15.00.00,-200,883,-200,6.2,820,93,942,82,1413,594,32.6,22.5,10901
26/01/2005,19.00.00,1.4,1024,-200,9.2,945,302,729,185,1073,1026,5.3,44.4,0.397
01/08/2004,16.00.00,0.9,908,-200,4.7,748,69,1020,92,1373,451,39.7,19.1,13646
20/03/2004,02.00.00,1.3,1017,-200,4.1,718,74,1182,81,1382,650,13.9,55.6,0.8765
14/07/2004,17.00.00,3.2,1052,-200,18.4,1252,237,739,153,1729,1107,36,13.3,0.7773
29/03/2004,17.00.00,1.9,1058,166,7.9,896,98,996,95,1358,603,17,28.9,0.5558
22/08/2004,22.00.00,-200,922,-200,6.1,818,-200,826,-200,1454,848,25.7,38.5,12548
18/01/2005,11.00.00,3.8,1342,-200,17.2,1215,796,542,196,1332,1806,5.5,54.9,0.4985
16/06/2004,23.00.00,2.4,1060,-200,13.4,1099,122,742,98,1838,1077,22.5,45.3,12226
