@relation 'teste 02-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute CO(GT) numeric
@attribute PT08.S1(CO) numeric
@attribute NMHC(GT) numeric
@attribute C6H6(GT) numeric
@attribute PT08.S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08.S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08.S4(NO2) numeric
@attribute PT08.S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
-200,924,-200,3.3,673,-200,960,-200,1522,520,35,35.5,1962
1.6,-200,-200,-200,-200,108,-200,95,-200,-200,-200,-200,-200
1.9,1058,-200,11,1016,209,673,101,1625,832,33.8,25.8,13338
1.4,925,-200,3.4,678,176,960,125,861,594,2.8,49,0.37
0.5,903,-200,3.2,662,16,932,24,1590,760,26.4,61.6,20931
0.7,964,-200,3.7,697,61,1067,57,1516,717,15.8,64.3,11416
0.3,832,-200,4.2,719,52,1318,59,1299,502,28.7,20.7,0.8024
-200,977,-200,6.8,850,46,1035,37,1645,701,31.8,31,14286
1.8,1040,-200,7.1,859,280,1705,107,1293,889,11.1,84.3,11137
0.4,913,-200,2.9,645,154,966,114,922,651,4.6,54.8,0.4704
1.7,1205,85,8.6,925,132,922,107,1547,1314,15.5,52.9,0.9271
2,1051,-200,9.3,950,196,802,138,1593,1040,28.8,33,12825
2.1,940,-200,12.4,1063,176,848,113,1539,929,35.3,13.8,0.7767
3.3,1364,-200,16.7,1202,198,771,135,1875,1250,16.3,47.1,0.864
2.1,1110,-200,9.2,949,96,850,79,1733,842,15.9,70.7,12672
-200,1399,-200,16.5,1195,-200,680,-200,1976,1308,15.4,64.2,11123
-200,1070,-200,7.6,883,-200,942,-200,1625,925,10.3,79.4,0.9927
0.6,1009,-200,6.7,845,263,771,128,1132,856,10,55,0.6753
-200,1233,-200,14.9,1144,-200,575,-200,1436,1271,13.1,54.3,0.8167
4.8,1372,-200,25.9,1451,318,631,206,2183,1541,35.8,22.1,12792
3.6,1116,-200,16.6,1198,-200,811,-200,1863,1045,28.3,27.5,10418
6.6,1568,-200,29,1528,864,455,208,1661,2046,9.4,41.3,0.4888
