Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
20/09/2004,13.00.00,3,1162,-200,16.3,1188,303,676,136,1681,1125,30.2,30.2,12744
28/05/2004,16.00.00,1.7,1039,-200,12.2,1055,131,966,117,1590,845,28,23.2,0.8613
17/12/2004,19.00.00,3.2,-200,-200,-200,-200,418,-200,129,-200,-200,-200,-200,-200
27/02/2005,04.00.00,-200,980,-200,4.6,744,174,840,119,979,970,2.8,70.9,0.5383
15/11/2004,00.00.00,0.6,696,-200,1.3,532,96,1416,62,814,393,10.9,33.5,0.4378
22/01/2005,03.00.00,0.9,1326,-200,13.1,1087,-200,571,-200,1333,1398,6.7,78.7,0.7779
29/03/2004,17.00.00,1.9,1058,166,7.9,896,98,996,95,1358,603,17,28.9,0.5558
01/02/2005,15.00.00,3.3,1408,-200,16.7,1202,492,506,151,1411,1774,12.7,45.5,0.6648
07/12/2004,07.00.00,1,964,-200,4.3,730,243,985,71,1146,891,12.9,64.2,0.9506
30/11/2004,01.00.00,1.4,1052,-200,5.1,766,169,1031,81,1302,796,13.8,80.4,12621
04/05/2004,02.00.00,0.6,911,-200,2.2,599,32,1189,48,1517,633,16.1,80,14562
17/04/2004,09.00.00,-200,1107,-200,7.2,864,-200,911,-200,1604,963,13.5,78.1,11997
21/01/2005,17.00.00,1.4,1411,-200,16.4,1191,570,519,135,1426,1920,13.4,51.2,0.7808
29/01/2005,19.00.00,1.3,907,-200,3.1,657,190,981,134,844,569,3.1,48.1,0.3707
02/04/2004,06.00.00,1.1,1067,93,4.3,727,91,1055,82,1448,903,11.4,71.8,0.9671
25/02/2005,20.00.00,4,1197,-200,13.6,1102,454,609,195,1309,1253,7.8,50.8,0.5384
19/09/2004,06.00.00,0.6,811,-200,2.9,644,76,1144,44,1289,655,18.2,60.8,12567
30/09/2004,17.00.00,6.5,1728,-200,35.9,1683,623,419,188,2365,1861,25.4,47.9,15346
07/11/2004,22.00.00,1.8,927,-200,7.3,868,255,847,117,1155,864,12.7,51.2,0.7505
14/02/2005,19.00.00,4.2,1102,-200,17.4,1221,484,609,212,1136,1329,10.7,19.9,0.2547
03/09/2004,07.00.00,-200,1249,-200,18,1239,-200,540,-200,1953,1285,22,59.3,15523
28/09/2004,05.00.00,0.7,791,-200,3.9,704,166,1057,69,1154,748,11.9,62.7,0.8726
